player_name,fantasy_score,venue,opposition_team,player_team_first_role
GJ Maxwell,6,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
KD Karthik,24,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
P Awana,50,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
MK Tiwary,6,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
S Nadeem,1,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
Mohammed Shami,25,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
MG Johnson,50,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
V Sehwag,17,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
R Dhawan,66,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
Karanveer Singh,50,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
Imran Tahir,38,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,batting
M Vohra,57,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
GJ Bailey,9,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
AR Patel,74,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,bowling
PV Tambe,0,Wankhede Stadium,Mumbai Indians,batting
LMP Simmons,23,Wankhede Stadium,Rajasthan Royals,bowling
SR Watson,7,Wankhede Stadium,Mumbai Indians,batting
AP Tare,8,Wankhede Stadium,Rajasthan Royals,bowling
KK Cooper,58,Wankhede Stadium,Mumbai Indians,batting
DS Kulkarni,50,Wankhede Stadium,Mumbai Indians,batting
JJ Bumrah,25,Wankhede Stadium,Rajasthan Royals,bowling
MEK Hussey,25,Wankhede Stadium,Rajasthan Royals,bowling
SV Samson,85,Wankhede Stadium,Mumbai Indians,batting
RG Sharma,17,Wankhede Stadium,Rajasthan Royals,bowling
JP Faulkner,58,Wankhede Stadium,Mumbai Indians,batting
KK Nair,67,Wankhede Stadium,Mumbai Indians,batting
BJ Hodge,41,Wankhede Stadium,Mumbai Indians,batting
AT Rayudu,35,Wankhede Stadium,Rajasthan Royals,bowling
S Gopal,25,Wankhede Stadium,Rajasthan Royals,bowling
Harbhajan Singh,33,Wankhede Stadium,Rajasthan Royals,bowling
CJ Anderson,116,Wankhede Stadium,Rajasthan Royals,bowling
PP Ojha,0,Wankhede Stadium,Rajasthan Royals,bowling
KA Pollard,42,Wankhede Stadium,Rajasthan Royals,bowling
Shakib Al Hasan,74,Eden Gardens,Kings XI Punjab,batting
MK Pandey,26,Eden Gardens,Kings XI Punjab,batting
M Morkel,50,Eden Gardens,Kings XI Punjab,batting
SP Narine,0,Eden Gardens,Kings XI Punjab,batting
YK Pathan,22,Eden Gardens,Kings XI Punjab,batting
DA Miller,30,Eden Gardens,Kolkata Knight Riders,bowling
GJ Maxwell,5,Eden Gardens,Kolkata Knight Riders,bowling
P Awana,25,Eden Gardens,Kolkata Knight Riders,bowling
UT Yadav,99,Eden Gardens,Kings XI Punjab,batting
MG Johnson,76,Eden Gardens,Kolkata Knight Riders,bowling
G Gambhir,1,Eden Gardens,Kings XI Punjab,batting
V Sehwag,0,Eden Gardens,Kolkata Knight Riders,bowling
R Dhawan,16,Eden Gardens,Kolkata Knight Riders,bowling
Karanveer Singh,84,Eden Gardens,Kolkata Knight Riders,bowling
GJ Bailey,39,Eden Gardens,Kolkata Knight Riders,bowling
M Vohra,40,Eden Gardens,Kolkata Knight Riders,bowling
AR Patel,60,Eden Gardens,Kolkata Knight Riders,bowling
SA Yadav,25,Eden Gardens,Kings XI Punjab,batting
RV Uthappa,70,Eden Gardens,Kings XI Punjab,batting
RN ten Doeschate,19,Eden Gardens,Kings XI Punjab,batting
PP Chawla,53,Eden Gardens,Kings XI Punjab,batting
WP Saha,37,Eden Gardens,Kolkata Knight Riders,bowling
MM Sharma,91,Brabourne Stadium,Mumbai Indians,bowling
LMP Simmons,80,Brabourne Stadium,Chennai Super Kings,batting
AP Tare,20,Brabourne Stadium,Chennai Super Kings,batting
R Ashwin,25,Brabourne Stadium,Mumbai Indians,bowling
RA Jadeja,58,Brabourne Stadium,Mumbai Indians,bowling
IC Pandey,8,Brabourne Stadium,Mumbai Indians,bowling
SK Raina,62,Brabourne Stadium,Mumbai Indians,bowling
F du Plessis,44,Brabourne Stadium,Mumbai Indians,bowling
BB McCullum,24,Brabourne Stadium,Mumbai Indians,bowling
JJ Bumrah,0,Brabourne Stadium,Chennai Super Kings,batting
MEK Hussey,41,Brabourne Stadium,Chennai Super Kings,batting
P Kumar,1,Brabourne Stadium,Chennai Super Kings,batting
RG Sharma,23,Brabourne Stadium,Chennai Super Kings,batting
AT Rayudu,2,Brabourne Stadium,Chennai Super Kings,batting
DR Smith,26,Brabourne Stadium,Mumbai Indians,bowling
Harbhajan Singh,59,Brabourne Stadium,Chennai Super Kings,batting
CJ Anderson,25,Brabourne Stadium,Chennai Super Kings,batting
PP Ojha,26,Brabourne Stadium,Chennai Super Kings,batting
DJ Hussey,56,Brabourne Stadium,Mumbai Indians,bowling
KA Pollard,25,Brabourne Stadium,Chennai Super Kings,batting
A Nehra,50,Brabourne Stadium,Mumbai Indians,bowling
MS Dhoni,55,Wankhede Stadium,Kings XI Punjab,bowling
MM Sharma,51,Wankhede Stadium,Kings XI Punjab,bowling
A Nehra,58,Wankhede Stadium,Kings XI Punjab,bowling
RA Jadeja,29,Wankhede Stadium,Kings XI Punjab,bowling
R Ashwin,35,Wankhede Stadium,Kings XI Punjab,bowling
DA Miller,45,Wankhede Stadium,Chennai Super Kings,batting
GJ Maxwell,12,Wankhede Stadium,Chennai Super Kings,batting
IC Pandey,25,Wankhede Stadium,Kings XI Punjab,bowling
SK Raina,125,Wankhede Stadium,Kings XI Punjab,bowling
F du Plessis,8,Wankhede Stadium,Kings XI Punjab,bowling
P Awana,50,Wankhede Stadium,Chennai Super Kings,batting
BB McCullum,9,Wankhede Stadium,Kings XI Punjab,bowling
MG Johnson,34,Wankhede Stadium,Chennai Super Kings,batting
V Sehwag,144,Wankhede Stadium,Chennai Super Kings,batting
Karanveer Singh,25,Wankhede Stadium,Chennai Super Kings,batting
GJ Bailey,23,Wankhede Stadium,Chennai Super Kings,batting
M Vohra,35,Wankhede Stadium,Chennai Super Kings,batting
DR Smith,7,Wankhede Stadium,Kings XI Punjab,bowling
AR Patel,50,Wankhede Stadium,Chennai Super Kings,batting
Sandeep Sharma,33,Wankhede Stadium,Chennai Super Kings,batting
DJ Hussey,1,Wankhede Stadium,Kings XI Punjab,bowling
WP Saha,28,Wankhede Stadium,Chennai Super Kings,batting
Shakib Al Hasan,14,M Chinnaswamy Stadium,Kings XI Punjab,bowling
MK Pandey,109,M Chinnaswamy Stadium,Kings XI Punjab,bowling
SP Narine,35,M Chinnaswamy Stadium,Kings XI Punjab,bowling
M Morkel,8,M Chinnaswamy Stadium,Kings XI Punjab,bowling
YK Pathan,42,M Chinnaswamy Stadium,Kings XI Punjab,bowling
DA Miller,17,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
GJ Maxwell,8,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
P Awana,0,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
UT Yadav,25,M Chinnaswamy Stadium,Kings XI Punjab,bowling
MG Johnson,50,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
G Gambhir,30,M Chinnaswamy Stadium,Kings XI Punjab,bowling
V Sehwag,6,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
Karanveer Singh,100,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
GJ Bailey,23,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
M Vohra,81,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
AR Patel,33,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
SA Yadav,5,M Chinnaswamy Stadium,Kings XI Punjab,bowling
RV Uthappa,6,M Chinnaswamy Stadium,Kings XI Punjab,bowling
RN ten Doeschate,5,M Chinnaswamy Stadium,Kings XI Punjab,bowling
PP Chawla,64,M Chinnaswamy Stadium,Kings XI Punjab,bowling
L Balaji,0,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
WP Saha,135,M Chinnaswamy Stadium,Kolkata Knight Riders,batting
Shakib Al Hasan,25,Eden Gardens,Mumbai Indians,bowling
MK Pandey,48,Eden Gardens,Mumbai Indians,bowling
M Morkel,50,Eden Gardens,Mumbai Indians,bowling
AD Russell,0,Eden Gardens,Mumbai Indians,bowling
SP Narine,0,Eden Gardens,Mumbai Indians,bowling
PP Ojha,0,Eden Gardens,Kolkata Knight Riders,batting
AP Tare,6,Eden Gardens,Kolkata Knight Riders,batting
YK Pathan,25,Eden Gardens,Mumbai Indians,bowling
UT Yadav,16,Eden Gardens,Mumbai Indians,bowling
AJ Finch,4,Eden Gardens,Kolkata Knight Riders,batting
SL Malinga,0,Eden Gardens,Kolkata Knight Riders,batting
R Vinay Kumar,0,Eden Gardens,Kolkata Knight Riders,batting
JJ Bumrah,25,Eden Gardens,Kolkata Knight Riders,batting
G Gambhir,60,Eden Gardens,Mumbai Indians,bowling
RG Sharma,116,Eden Gardens,Kolkata Knight Riders,batting
AT Rayudu,8,Eden Gardens,Kolkata Knight Riders,batting
SA Yadav,55,Eden Gardens,Mumbai Indians,bowling
RV Uthappa,11,Eden Gardens,Mumbai Indians,bowling
CJ Anderson,90,Eden Gardens,Kolkata Knight Riders,batting
Harbhajan Singh,33,Eden Gardens,Kolkata Knight Riders,batting
PP Chawla,0,Eden Gardens,Mumbai Indians,bowling
KA Pollard,8,Eden Gardens,Kolkata Knight Riders,batting
MS Dhoni,41,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
SS Iyer,16,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
JP Duminy,30,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
NM Coulter-Nile,97,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
JA Morkel,75,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
MM Sharma,27,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
KM Jadhav,22,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
MA Agarwal,27,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
RA Jadeja,26,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
R Ashwin,46,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
IC Pandey,41,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
SK Raina,12,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
F du Plessis,41,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
CM Gautam,24,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
BB McCullum,5,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
Yuvraj Singh,18,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
A Mishra,27,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
DR Smith,30,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
Imran Tahir,27,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
DJ Bravo,59,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
DJ Muthuswami,33,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
A Nehra,100,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,batting
DJ Hooda,37,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
PV Tambe,0,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
M Vijay,37,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
AM Rahane,-2,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
TG Southee,99,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
DA Miller,34,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
GJ Maxwell,8,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
Anureet Singh,81,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
DS Kulkarni,25,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
SPD Smith,36,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
MG Johnson,50,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
SV Samson,41,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
CH Morris,4,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
V Sehwag,0,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
JP Faulkner,129,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
KK Nair,16,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
Karanveer Singh,14,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
GJ Bailey,24,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
AR Patel,63,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
Sandeep Sharma,33,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
STR Binny,30,Maharashtra Cricket Association Stadium,Kings XI Punjab,batting
WP Saha,16,Maharashtra Cricket Association Stadium,Rajasthan Royals,bowling
MS Dhoni,65,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
I Sharma,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
MM Sharma,66,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
Parvez Rasool,2,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
RA Jadeja,8,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
R Ashwin,25,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
KL Rahul,20,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
RS Bopara,76,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
DA Warner,60,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
IC Pandey,25,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
SK Raina,23,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
TA Boult,78,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
NV Ojha,17,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
BB McCullum,113,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
KV Sharma,2,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
DR Smith,33,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
S Dhawan,31,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
KS Williamson,23,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
DJ Bravo,58,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
B Kumar,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bowling
A Nehra,0,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,batting
Shakib Al Hasan,48,Eden Gardens,Royal Challengers Bangalore,batting
CH Gayle,111,Eden Gardens,Kolkata Knight Riders,bowling
MK Pandey,27,Eden Gardens,Royal Challengers Bangalore,batting
AD Russell,49,Eden Gardens,Royal Challengers Bangalore,batting
M Morkel,50,Eden Gardens,Royal Challengers Bangalore,batting
SP Narine,0,Eden Gardens,Royal Challengers Bangalore,batting
SA Abbott,1,Eden Gardens,Kolkata Knight Riders,bowling
YK Pathan,69,Eden Gardens,Royal Challengers Bangalore,batting
AB de Villiers,33,Eden Gardens,Kolkata Knight Riders,bowling
KD Karthik,7,Eden Gardens,Kolkata Knight Riders,bowling
KC Cariappa,25,Eden Gardens,Royal Challengers Bangalore,batting
Mandeep Singh,24,Eden Gardens,Kolkata Knight Riders,bowling
V Kohli,37,Eden Gardens,Kolkata Knight Riders,bowling
VR Aaron,50,Eden Gardens,Kolkata Knight Riders,bowling
G Gambhir,61,Eden Gardens,Royal Challengers Bangalore,batting
YS Chahal,25,Eden Gardens,Kolkata Knight Riders,bowling
AN Ahmed,31,Eden Gardens,Kolkata Knight Riders,bowling
SA Yadav,13,Eden Gardens,Royal Challengers Bangalore,batting
RV Uthappa,85,Eden Gardens,Royal Challengers Bangalore,batting
DJG Sammy,15,Eden Gardens,Kolkata Knight Riders,bowling
PP Chawla,0,Eden Gardens,Royal Challengers Bangalore,batting
HV Patel,61,Eden Gardens,Kolkata Knight Riders,bowling
DJ Hooda,59,Feroz Shah Kotla,Delhi Daredevils,bowling
SS Iyer,41,Feroz Shah Kotla,Rajasthan Royals,batting
JP Duminy,42,Feroz Shah Kotla,Rajasthan Royals,batting
PV Tambe,25,Feroz Shah Kotla,Delhi Daredevils,bowling
NM Coulter-Nile,0,Feroz Shah Kotla,Rajasthan Royals,batting
AM Rahane,49,Feroz Shah Kotla,Delhi Daredevils,bowling
TG Southee,16,Feroz Shah Kotla,Delhi Daredevils,bowling
KM Jadhav,20,Feroz Shah Kotla,Rajasthan Royals,batting
AD Mathews,63,Feroz Shah Kotla,Rajasthan Royals,batting
JD Unadkat,0,Feroz Shah Kotla,Rajasthan Royals,batting
MA Agarwal,53,Feroz Shah Kotla,Rajasthan Royals,batting
DS Kulkarni,0,Feroz Shah Kotla,Delhi Daredevils,bowling
SPD Smith,12,Feroz Shah Kotla,Delhi Daredevils,bowling
Yuvraj Singh,39,Feroz Shah Kotla,Rajasthan Royals,batting
SV Samson,12,Feroz Shah Kotla,Delhi Daredevils,bowling
CH Morris,66,Feroz Shah Kotla,Delhi Daredevils,bowling
JP Faulkner,19,Feroz Shah Kotla,Delhi Daredevils,bowling
KK Nair,31,Feroz Shah Kotla,Delhi Daredevils,bowling
A Mishra,50,Feroz Shah Kotla,Rajasthan Royals,batting
Imran Tahir,124,Feroz Shah Kotla,Rajasthan Royals,batting
STR Binny,1,Feroz Shah Kotla,Delhi Daredevils,bowling
M Vijay,47,Wankhede Stadium,Mumbai Indians,batting
P Suyal,0,Wankhede Stadium,Kings XI Punjab,bowling
AP Tare,15,Wankhede Stadium,Kings XI Punjab,bowling
DA Miller,33,Wankhede Stadium,Mumbai Indians,batting
GJ Maxwell,7,Wankhede Stadium,Mumbai Indians,batting
Anureet Singh,50,Wankhede Stadium,Mumbai Indians,batting
AJ Finch,7,Wankhede Stadium,Kings XI Punjab,bowling
SL Malinga,50,Wankhede Stadium,Kings XI Punjab,bowling
R Vinay Kumar,8,Wankhede Stadium,Kings XI Punjab,bowling
J Suchith,75,Wankhede Stadium,Kings XI Punjab,bowling
MG Johnson,59,Wankhede Stadium,Mumbai Indians,batting
V Sehwag,42,Wankhede Stadium,Mumbai Indians,batting
R Dhawan,7,Wankhede Stadium,Mumbai Indians,batting
RG Sharma,0,Wankhede Stadium,Kings XI Punjab,bowling
GJ Bailey,67,Wankhede Stadium,Mumbai Indians,batting
AT Rayudu,21,Wankhede Stadium,Kings XI Punjab,bowling
AR Patel,50,Wankhede Stadium,Mumbai Indians,batting
Harbhajan Singh,125,Wankhede Stadium,Kings XI Punjab,bowling
Sandeep Sharma,41,Wankhede Stadium,Mumbai Indians,batting
CJ Anderson,4,Wankhede Stadium,Kings XI Punjab,bowling
KA Pollard,29,Wankhede Stadium,Kings XI Punjab,bowling
WP Saha,28,Wankhede Stadium,Mumbai Indians,batting
CH Gayle,26,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
SA Abbott,15,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
AB de Villiers,49,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
KL Rahul,40,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
RS Bopara,58,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
DA Warner,77,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
KD Karthik,28,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
TA Boult,75,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
A Ashish Reddy,41,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
Mandeep Singh,0,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
KV Sharma,33,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
V Kohli,39,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
VR Aaron,8,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
P Kumar,25,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
YS Chahal,59,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
AN Ahmed,5,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
S Dhawan,66,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
KS Williamson,19,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
DJG Sammy,6,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
B Kumar,66,M Chinnaswamy Stadium,Royal Challengers Bangalore,bowling
HV Patel,0,M Chinnaswamy Stadium,Sunrisers Hyderabad,batting
DJ Hooda,17,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
PV Tambe,33,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
AM Rahane,50,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
TG Southee,25,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
STR Binny,50,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
P Suyal,0,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
PA Patel,18,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
AJ Finch,12,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
SL Malinga,33,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
DS Kulkarni,25,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
UBT Chand,11,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
SPD Smith,93,"Sardar Patel Stadium, Motera",Mumbai Indians,bowling
R Vinay Kumar,25,"Sardar Patel Stadium, Motera",Rajasthan Royals,batting
